* * * 
* * * rainfall *** 
* * * 
144
* * * 
0	0.0000000000
300	0.0000000543
600	0.0000001778
900	0.0000002995
1200	0.0000004194
1500	0.0000005375
1800	0.0000006537
2100	0.0000007682
2400	0.0000008809
2700	0.0000009918
3000	0.0000011009
3300	0.0000012081
3600	0.0000013136
3900	0.0000014173
4200	0.0000015192
4500	0.0000016193
4800	0.0000017175
5100	0.0000018140
5400	0.0000019087
5700	0.0000020016
6000	0.0000020927
6300	0.0000021819
6600	0.0000022694
6900	0.0000023551
7200	0.0000024390
7500	0.0000025211
7800	0.0000026013
8100	0.0000026798
8400	0.0000027565
8700	0.0000028314
9000	0.0000029045
9300	0.0000029757
9600	0.0000030452
9900	0.0000031129
10200	0.0000031788
10500	0.0000032429
10800	0.0000033051
11100	0.0000033656
11400	0.0000034243
11700	0.0000034812
12000	0.0000035363
12300	0.0000035895
12600	0.0000036410
12900	0.0000036907
13200	0.0000037386
13500	0.0000037847
13800	0.0000038289
14100	0.0000038714
14400	0.0000039121
14700	0.0000039510
15000	0.0000039881
15300	0.0000040233
15600	0.0000040568
15900	0.0000040885
16200	0.0000041184
16500	0.0000041465
16800	0.0000041727
17100	0.0000041972
17400	0.0000042199
17700	0.0000042408
18000	0.0000042599
18300	0.0000042771
18600	0.0000042926
18900	0.0000043063
19200	0.0000043182
19500	0.0000043283
19800	0.0000043365
20100	0.0000043430
20400	0.0000043477
20700	0.0000043506
21000	0.0000043517
21300	0.0000043509
21600	0.0000043484
21900	0.0000043441
22200	0.0000043380
22500	0.0000043301
22800	0.0000043203
23100	0.0000043088
23400	0.0000042955
23700	0.0000042804
24000	0.0000042635
24300	0.0000042447
24600	0.0000042242
24900	0.0000042019
25200	0.0000041778
25500	0.0000041519
25800	0.0000041241
26100	0.0000040946
26400	0.0000040633
26700	0.0000040302
27000	0.0000039953
27300	0.0000039585
27600	0.0000039200
27900	0.0000038797
28200	0.0000038376
28500	0.0000037937
28800	0.0000037479
29100	0.0000037004
29400	0.0000036511
29700	0.0000036000
30000	0.0000035471
30300	0.0000034923
30600	0.0000034358
30900	0.0000033775
31200	0.0000033174
31500	0.0000032555
31800	0.0000031917
32100	0.0000031262
32400	0.0000030589
32700	0.0000029898
33000	0.0000029189
33300	0.0000028461
33600	0.0000027716
33900	0.0000026953
34200	0.0000026172
34500	0.0000025373
34800	0.0000024555
35100	0.0000023720
35400	0.0000022867
35700	0.0000021996
36000	0.0000021107
36300	0.0000020199
36600	0.0000019274
36900	0.0000018331
37200	0.0000017370
37500	0.0000016391
37800	0.0000015393
38100	0.0000014378
38400	0.0000013345
38700	0.0000012294
39000	0.0000011225
39300	0.0000000000
39600	0.0000000000
39900	0.0000000000
40200	0.0000000000
40500	0.0000000000
40800	0.0000000000
41100	0.0000000000
41400	0.0000000000
41700	0.0000000000
42000	0.0000000000
42300	0.0000000000
42600	0.0000000000
42900	0.0000000000
