* * * 
* * * rainfall *** 
* * * 
85 
* * * 
0	0.0000000000
300	0.0000000001
600	0.0000000001
900	0.0000002926
1200	0.0000006732
1500	0.0000010430
1800	0.0000014020
2100	0.0000017502
2400	0.0000020876
2700	0.0000024142
3000	0.0000027300
3300	0.0000030350
3600	0.0000033293
3900	0.0000036127
4200	0.0000038853
4500	0.0000041471
4800	0.0000043981
5100	0.0000046383
5400	0.0000048677
5700	0.0000050863
6000	0.0000052941
6300	0.0000054911
6600	0.0000056774
6900	0.0000058528
7200	0.0000060174
7500	0.0000061712
7800	0.0000063142
8100	0.0000064464
8400	0.0000065678
8700	0.0000066784
9000	0.0000067782
9300	0.0000068672
9600	0.0000069455
9900	0.0000070129
10200	0.0000070695
10500	0.0000071153
10800	0.0000071503
11100	0.0000071745
11400	0.0000071879
11700	0.0000071905
12000	0.0000071823
12300	0.0000071633
12600	0.0000071336
12900	0.0000070930
13200	0.0000070416
13500	0.0000069794
13800	0.0000069064
14100	0.0000068226
14400	0.0000067280
14700	0.0000066226
15000	0.0000065064
15300	0.0000063794
15600	0.0000062417
15900	0.0000060931
16200	0.0000059337
16500	0.0000057635
16800	0.0000055825
17100	0.0000053907
17400	0.0000051881
17700	0.0000049747
18000	0.0000047505
18300	0.0000045155
18600	0.0000042698
18900	0.0000040132
19200	0.0000037458
19500	0.0000034676
19800	0.0000031786
20100	0.0000028788
20400	0.0000025682
20700	0.0000022468
21000	0.0000019146
21300	0.0000015716
21600	0.0000012179
21900	0.0000000000
22200	0.0000000000
22500	0.0000000000
22800	0.0000000000
23100	0.0000000000
23400	0.0000000000
23700	0.0000000000
24000	0.0000000000
24300	0.0000000000
24600	0.0000000000
24900	0.0000000000
25200	0.0000000000
