* * * 
* * * rainfall *** 
* * * 
85 
* * * 
0	0.0000000000
300	0.0000213409
600	0.0000008152
900	0.0000012066
1200	0.0000015872
1500	0.0000019571
1800	0.0000023161
2100	0.0000026643
2400	0.0000030017
2700	0.0000033283
3000	0.0000036441
3300	0.0000039491
3600	0.0000042433
3900	0.0000045267
4200	0.0000047993
4500	0.0000050612
4800	0.0000053122
5100	0.0000055524
5400	0.0000057818
5700	0.0000060004
6000	0.0000062082
6300	0.0000064052
6600	0.0000065914
6900	0.0000067668
7200	0.0000069314
7500	0.0000070853
7800	0.0000072283
8100	0.0000073605
8400	0.0000074819
8700	0.0000075925
9000	0.0000076923
9300	0.0000077813
9600	0.0000078595
9900	0.0000079269
10200	0.0000079835
10500	0.0000080294
10800	0.0000080644
11100	0.0000080886
11400	0.0000081020
11700	0.0000081046
12000	0.0000080964
12300	0.0000080774
12600	0.0000080476
12900	0.0000080070
13200	0.0000079556
13500	0.0000078935
13800	0.0000078205
14100	0.0000077367
14400	0.0000076421
14700	0.0000075367
15000	0.0000074205
15300	0.0000072935
15600	0.0000071557
15900	0.0000070071
16200	0.0000068477
16500	0.0000066776
16800	0.0000064966
17100	0.0000063048
17400	0.0000061022
17700	0.0000058888
18000	0.0000056646
18300	0.0000054296
18600	0.0000051838
18900	0.0000049272
19200	0.0000046598
19500	0.0000043817
19800	0.0000040927
20100	0.0000037929
20400	0.0000034823
20700	0.0000031609
21000	0.0000028287
21300	0.0000024857
21600	0.0000021319
21900	0.0000000000
22200	0.0000000000
22500	0.0000000000
22800	0.0000000000
23100	0.0000000000
23400	0.0000000000
23700	0.0000000000
24000	0.0000000000
24300	0.0000000000
24600	0.0000000000
24900	0.0000000000
25200	0.0000000000
